item_id,name,priority,preferred_zone,placement,placement_note
505,Food_Packet,38,Storage_Bay,,
506,Research_Samples,31,Lab,,
507,Space_Suit,76,Airlock,,
508,Pressure_Regulator,48,Engineering_Bay,,
509,Pressure_Regulator,86,Engineering_Bay,,
510,First_Aid_Kit,92,Crew_Quarters,,
511,Navigation_Module,5,Command_Center,,
512,Water_Bottle,96,Crew_Quarters,,
513,Medical_Scanner,73,Lab,,
514,Oxygen_Cylinder,26,Medical_Bay,,
515,Tool_Kit,53,Maintenance_Bay,,
516,Helmet_Visor,59,Crew_Quarters,,
517,Emergency_Oxygen_Mask,35,Crew_Quarters,,
518,Antibiotic_Supply,51,Lab,,
519,Tether_Reel,77,Airlock,,
520,Solar_Panel,25,Power_Bay,,
521,Water_Bottle,79,Crew_Quarters,,
522,Communication_Device,82,Command_Center,,
523,EV_Suit_Battery,37,Storage_Bay,,
524,Space_Suit,12,Airlock,,
525,Gyroscope_Module,10,Engineering_Bay,,
526,Cooling_System,87,Engineering_Bay,,
527,Water_Bottle,42,Storage_Bay,,
528,Research_Samples,90,Storage_Bay,,
529,Emergency_Oxygen_Mask,87,Crew_Quarters,,
530,Vacuum_Sealed_Tools,46,Storage_Bay,,
531,Lab_Microscope,44,Medical_Bay,,
532,Pressure_Regulator,17,Engineering_Bay,,
533,Pressure_Regulator,64,Engineering_Bay,,
534,Space_Suit,28,Storage_Bay,,
535,Emergency_Oxygen_Mask,22,Medical_Bay,,
536,First_Aid_Kit,79,Medical_Bay,,
537,Oxygen_Cylinder,48,Crew_Quarters,,
538,Fire_Extinguisher,76,Engineering_Bay,,
539,Medical_Scanner,67,Lab,,
540,Tool_Kit,77,Maintenance_Bay,,
541,EV_Suit_Battery,41,Airlock,,
542,Solar_Panel,49,External_Storage,,
543,Vacuum_Sealed_Tools,43,Maintenance_Bay,,
544,Lab_Microscope,63,Lab,,
545,Circuit_Board,68,Engineering_Bay,,
546,Thruster_Fuel,43,Engine_Bay,,
547,3D_Printer,92,Lab,,
548,Cooling_System,34,Power_Bay,,
549,Radiation_Shield,89,Storage_Bay,,
550,CO2_Scrubber,40,Engineering_Bay,,
551,Research_Samples,21,Lab,,
552,Protein_Bars,83,Storage_Bay,,
553,Protein_Bars,84,Storage_Bay,,
554,Tether_Reel,31,External_Storage,,
555,Medical_Scanner,58,Medical_Bay,,
556,Laptop,76,Command_Center,,
557,Tool_Kit,65,Storage_Bay,,
558,Communication_Device,71,Crew_Quarters,,
559,Tool_Kit,79,Storage_Bay,,
560,Research_Samples,2,Storage_Bay,,
561,EV_Suit_Battery,83,Storage_Bay,,
562,LED_Work_Light,30,Engineering_Bay,,
563,Protein_Bars,59,Storage_Bay,,
564,Thruster_Fuel,45,Storage_Bay,,
565,Thruster_Fuel,61,Engine_Bay,,
566,Thruster_Fuel,6,Engine_Bay,,
567,Helmet_Visor,15,Crew_Quarters,,
568,Communication_Device,37,Command_Center,,
569,Water_Purification_Unit,90,Life_Support,,
570,Communication_Device,93,Command_Center,,
571,Battery_Pack,59,External_Storage,,
572,LED_Work_Light,67,Engineering_Bay,,
573,Protein_Bars,26,Crew_Quarters,,
574,Microgravity_Lab_Kit,87,Crew_Quarters,,
575,Tether_Reel,29,Airlock,,
576,Scientific_Sensor,62,Cockpit,,
577,Navigation_Module,61,Cockpit,,
578,Emergency_Oxygen_Mask,49,Medical_Bay,,
579,3D_Printer,18,Lab,,
580,Helmet_Visor,64,Crew_Quarters,,
581,First_Aid_Kit,65,Crew_Quarters,,
582,Communication_Device,59,Crew_Quarters,,
583,Research_Samples,42,Storage_Bay,,
584,Battery_Pack,63,External_Storage,,
585,Emergency_Oxygen_Mask,64,Crew_Quarters,,
586,Gyroscope_Module,61,Engineering_Bay,,
587,Medical_Scanner,63,Medical_Bay,,
588,Waste_Management_Kit,55,Sanitation_Bay,,
589,Research_Samples,95,Storage_Bay,,
590,Protein_Bars,94,Storage_Bay,,
591,Laptop,34,Command_Center,,
592,Emergency_Beacon,18,Cockpit,,
593,Oxygen_Cylinder,35,Medical_Bay,,
594,Oxygen_Cylinder,55,Crew_Quarters,,
595,Fire_Extinguisher,83,Crew_Quarters,,
596,3D_Printer,72,Lab,,
597,First_Aid_Kit,43,Medical_Bay,,
598,Lab_Microscope,71,Medical_Bay,,
599,EV_Suit_Battery,7,Airlock,,
600,Fire_Extinguisher,62,Crew_Quarters,,
601,Tether_Reel,12,Airlock,,
602,Laptop,35,Crew_Quarters,,
603,First_Aid_Kit,42,Medical_Bay,,
604,Cooling_System,11,Power_Bay,,
605,Navigation_Module,74,Command_Center,,
606,Emergency_Oxygen_Mask,96,Crew_Quarters,,
607,Communication_Device,10,Command_Center,,
608,Battery_Pack,63,Power_Bay,,
609,Handheld_Spectrometer,11,Lab,,
610,Helmet_Visor,68,Crew_Quarters,,
611,Vacuum_Sealed_Tools,48,Maintenance_Bay,,
612,Scientific_Sensor,90,Lab,,
613,Seed_Packets,68,Lab,,
614,Cooling_System,48,Engineering_Bay,,
615,Laptop,42,Crew_Quarters,,
616,Lab_Microscope,35,Lab,,
617,Oxygen_Cylinder,68,Medical_Bay,,
618,Gyroscope_Module,82,Cockpit,,
619,Navigation_Module,47,Cockpit,,
620,Food_Packet,22,Storage_Bay,,
621,Water_Bottle,85,Crew_Quarters,,
622,Food_Packet,6,Crew_Quarters,,
623,Handheld_Spectrometer,35,Lab,,
624,Laptop,34,Command_Center,,
625,Space_Suit,36,Storage_Bay,,
626,Space_Suit,44,Storage_Bay,,
627,Vacuum_Sealed_Tools,16,Storage_Bay,,
628,Helmet_Visor,12,Storage_Bay,,
629,Tether_Reel,30,External_Storage,,
630,Tool_Kit,82,Storage_Bay,,
631,LED_Work_Light,88,Maintenance_Bay,,
632,Asteroid_Sample_Container,72,Storage_Bay,,
633,Antibiotic_Supply,94,Lab,,
634,Medical_Scanner,14,Lab,,
635,Food_Packet,38,Storage_Bay,,
636,Tool_Kit,60,Storage_Bay,,
637,Scientific_Sensor,83,Cockpit,,
638,Battery_Pack,15,Power_Bay,,
639,Circuit_Board,29,Storage_Bay,,
640,Space_Suit,70,Airlock,,
641,Navigation_Module,57,Command_Center,,
642,Fire_Extinguisher,49,Crew_Quarters,,
643,Space_Suit,19,Airlock,,
644,Communication_Device,81,Crew_Quarters,,
645,Circuit_Board,75,Storage_Bay,,
646,Navigation_Module,62,Command_Center,,
647,Tether_Reel,71,Airlock,,
648,Research_Samples,64,Lab,,
649,Handheld_Spectrometer,81,Lab,,
650,LED_Work_Light,28,Engineering_Bay,,
651,Communication_Device,50,Command_Center,,
652,Protein_Bars,52,Crew_Quarters,,
653,Seed_Packets,88,Greenhouse,,
654,Space_Suit,9,Storage_Bay,,
655,3D_Printer,86,Lab,,
656,Radiation_Shield,41,Storage_Bay,,
657,Handheld_Spectrometer,46,Lab,,
658,Tether_Reel,88,Airlock,,
659,Circuit_Board,86,Engineering_Bay,,
660,Research_Samples,15,Lab,,
661,Vacuum_Sealed_Tools,15,Storage_Bay,,
662,Battery_Pack,89,Power_Bay,,
663,Food_Packet,59,Storage_Bay,,
664,Asteroid_Sample_Container,91,Storage_Bay,,
665,Handheld_Spectrometer,36,Lab,,
666,Tether_Reel,59,Airlock,,
667,Emergency_Oxygen_Mask,36,Medical_Bay,,
668,Water_Purification_Unit,24,Life_Support,,
669,Lab_Microscope,80,Medical_Bay,,
670,Seed_Packets,35,Greenhouse,,
671,Helmet_Visor,98,Storage_Bay,,
672,First_Aid_Kit,34,Medical_Bay,,
673,CO2_Scrubber,16,Life_Support,,
674,Seed_Packets,83,Lab,,
675,Water_Purification_Unit,16,Crew_Quarters,,
676,Asteroid_Sample_Container,47,Lab,,
677,Protein_Bars,41,Crew_Quarters,,
678,Gyroscope_Module,98,Engineering_Bay,,
679,Laptop,38,Crew_Quarters,,
680,Water_Purification_Unit,11,Crew_Quarters,,
681,Pressure_Regulator,31,Airlock,,
682,Emergency_Beacon,67,Cockpit,,
683,Gyroscope_Module,75,Cockpit,,
684,Waste_Management_Kit,76,Engineering_Bay,,
685,Navigation_Module,19,Cockpit,,
686,Protein_Bars,44,Crew_Quarters,,
687,Tool_Kit,49,Storage_Bay,,
688,Thruster_Fuel,33,Engine_Bay,,
689,Thruster_Fuel,36,Engine_Bay,,
690,CO2_Scrubber,84,Engineering_Bay,,
691,Space_Suit,49,Storage_Bay,,
692,Cooling_System,64,Engineering_Bay,,
693,Fire_Extinguisher,97,Crew_Quarters,,
694,Circuit_Board,3,Storage_Bay,,
695,Food_Packet,63,Storage_Bay,,
696,Oxygen_Cylinder,89,Crew_Quarters,,
697,Navigation_Module,44,Cockpit,,
698,Seed_Packets,18,Greenhouse,,
699,Battery_Pack,75,Power_Bay,,
700,First_Aid_Kit,60,Crew_Quarters,,
701,Scientific_Sensor,82,Lab,,
702,Space_Suit,66,Storage_Bay,,
703,Solar_Panel,87,Power_Bay,,
704,Asteroid_Sample_Container,13,Storage_Bay,,
705,Emergency_Beacon,59,Cockpit,,
706,Food_Packet,40,Crew_Quarters,,
707,Scientific_Sensor,21,Lab,,
708,Circuit_Board,69,Engineering_Bay,,
709,Water_Bottle,1,Crew_Quarters,,
710,Waste_Management_Kit,63,Engineering_Bay,,
711,Gyroscope_Module,58,Engineering_Bay,,
712,Pressure_Regulator,76,Airlock,,
713,Pressure_Regulator,93,Airlock,,
714,Microgravity_Lab_Kit,1,Lab,,
715,Battery_Pack,49,External_Storage,,
716,Emergency_Beacon,64,Command_Center,,
717,Handheld_Spectrometer,2,Engineering_Bay,,
718,Water_Bottle,42,Storage_Bay,,
719,Space_Suit,9,Storage_Bay,,
720,EV_Suit_Battery,78,Airlock,,
721,Waste_Management_Kit,44,Engineering_Bay,,
722,LED_Work_Light,3,Engineering_Bay,,
723,Solar_Panel,22,Power_Bay,,
724,Antibiotic_Supply,17,Lab,,
725,Circuit_Board,20,Storage_Bay,,
726,3D_Printer,45,Lab,,
727,CO2_Scrubber,33,Engineering_Bay,,
728,Pressure_Regulator,67,Engineering_Bay,,
729,Solar_Panel,86,External_Storage,,
730,LED_Work_Light,72,Engineering_Bay,,
731,Battery_Pack,14,Power_Bay,,
732,Medical_Scanner,47,Lab,,
733,Thruster_Fuel,16,Engine_Bay,,
734,Oxygen_Cylinder,15,Medical_Bay,,
735,Communication_Device,50,Crew_Quarters,,
736,Antibiotic_Supply,21,Lab,,
737,Antibiotic_Supply,61,Lab,,
738,Communication_Device,54,Crew_Quarters,,
739,First_Aid_Kit,94,Crew_Quarters,,
740,Waste_Management_Kit,24,Sanitation_Bay,,
741,Tether_Reel,13,External_Storage,,
742,Waste_Management_Kit,72,Sanitation_Bay,,
743,Vacuum_Sealed_Tools,88,Storage_Bay,,
744,Tether_Reel,62,Airlock,,
745,Circuit_Board,17,Storage_Bay,,
746,EV_Suit_Battery,10,Storage_Bay,,
747,Food_Packet,65,Storage_Bay,,
748,Medical_Scanner,16,Lab,,
749,Oxygen_Cylinder,83,Medical_Bay,,
750,Seed_Packets,6,Lab,,
751,Handheld_Spectrometer,48,Lab,,
752,Laptop,45,Command_Center,,
753,Protein_Bars,74,Crew_Quarters,,
754,Emergency_Oxygen_Mask,23,Crew_Quarters,,
755,Food_Packet,92,Crew_Quarters,,
756,LED_Work_Light,34,Maintenance_Bay,,
757,Helmet_Visor,24,Crew_Quarters,,
758,Laptop,28,Command_Center,,
759,Vacuum_Sealed_Tools,82,Maintenance_Bay,,
760,Tether_Reel,58,Airlock,,
761,Cooling_System,37,Power_Bay,,
762,Medical_Scanner,11,Medical_Bay,,
763,3D_Printer,6,Engineering_Bay,,
764,Vacuum_Sealed_Tools,37,Storage_Bay,,
765,Radiation_Shield,36,Engineering_Bay,,
766,Circuit_Board,65,Engineering_Bay,,
767,Microgravity_Lab_Kit,98,Crew_Quarters,,
768,Emergency_Oxygen_Mask,51,Medical_Bay,,
769,Fire_Extinguisher,60,Crew_Quarters,,
770,Research_Samples,86,Lab,,
771,First_Aid_Kit,89,Crew_Quarters,,
772,Circuit_Board,22,Storage_Bay,,
773,Fire_Extinguisher,63,Crew_Quarters,,
774,First_Aid_Kit,58,Crew_Quarters,,
775,Solar_Panel,99,External_Storage,,
776,Oxygen_Cylinder,92,Airlock,,
777,3D_Printer,88,Engineering_Bay,,
778,Vacuum_Sealed_Tools,58,Storage_Bay,,
779,Tool_Kit,12,Maintenance_Bay,,
780,Pressure_Regulator,82,Engineering_Bay,,
781,Emergency_Beacon,74,Command_Center,,
782,Fire_Extinguisher,37,Engineering_Bay,,
783,Helmet_Visor,49,Crew_Quarters,,
784,Food_Packet,91,Crew_Quarters,,
785,CO2_Scrubber,83,Life_Support,,
786,Radiation_Shield,55,Storage_Bay,,
787,Antibiotic_Supply,2,Lab,,
788,Gyroscope_Module,67,Engineering_Bay,,
789,Navigation_Module,37,Command_Center,,
790,Battery_Pack,36,External_Storage,,
791,Space_Suit,86,Storage_Bay,,
792,Solar_Panel,88,Power_Bay,,
793,Communication_Device,81,Command_Center,,
794,Thruster_Fuel,89,Storage_Bay,,
795,Emergency_Beacon,18,Command_Center,,
796,Tool_Kit,95,Storage_Bay,,
797,Radiation_Shield,71,Storage_Bay,,
798,Tether_Reel,87,Airlock,,
799,Fire_Extinguisher,76,Crew_Quarters,,
800,Protein_Bars,42,Storage_Bay,,
801,Oxygen_Cylinder,55,Crew_Quarters,,
802,EV_Suit_Battery,39,Storage_Bay,,
803,Research_Samples,50,Lab,,
804,Circuit_Board,2,Storage_Bay,,
805,Seed_Packets,80,Lab,,
806,Tool_Kit,11,Maintenance_Bay,,
807,Handheld_Spectrometer,35,Engineering_Bay,,
808,Vacuum_Sealed_Tools,29,Maintenance_Bay,,
809,LED_Work_Light,65,Engineering_Bay,,
810,Battery_Pack,22,External_Storage,,
811,Fire_Extinguisher,75,Crew_Quarters,,
812,Water_Purification_Unit,48,Crew_Quarters,,
813,Space_Suit,38,Airlock,,
814,Helmet_Visor,86,Storage_Bay,,
815,CO2_Scrubber,91,Engineering_Bay,,
816,EV_Suit_Battery,43,Storage_Bay,,
817,Laptop,98,Crew_Quarters,,
818,Asteroid_Sample_Container,59,Storage_Bay,,
819,Medical_Scanner,85,Lab,,
820,Seed_Packets,31,Lab,,
821,EV_Suit_Battery,31,Storage_Bay,,
822,Food_Packet,29,Crew_Quarters,,
823,Space_Suit,35,Airlock,,
824,Protein_Bars,28,Storage_Bay,,
825,Cooling_System,16,Engineering_Bay,,
826,Asteroid_Sample_Container,8,Storage_Bay,,
827,Protein_Bars,6,Crew_Quarters,,
828,Water_Purification_Unit,56,Life_Support,,
829,Fire_Extinguisher,56,Engineering_Bay,,
830,Handheld_Spectrometer,21,Engineering_Bay,,
831,3D_Printer,51,Engineering_Bay,,
832,Gyroscope_Module,26,Cockpit,,
833,Battery_Pack,21,External_Storage,,
834,Microgravity_Lab_Kit,72,Lab,,
835,Asteroid_Sample_Container,94,Lab,,
836,Emergency_Oxygen_Mask,92,Medical_Bay,,
837,Microgravity_Lab_Kit,15,Crew_Quarters,,
838,3D_Printer,82,Lab,,
839,Research_Samples,88,Lab,,
840,Asteroid_Sample_Container,79,Lab,,
841,Research_Samples,97,Storage_Bay,,
842,Pressure_Regulator,49,Engineering_Bay,,
843,Seed_Packets,62,Greenhouse,,
844,Medical_Scanner,46,Lab,,
845,First_Aid_Kit,71,Medical_Bay,,
846,Helmet_Visor,76,Storage_Bay,,
847,Handheld_Spectrometer,72,Lab,,
848,Navigation_Module,11,Cockpit,,
849,Communication_Device,33,Command_Center,,
850,CO2_Scrubber,29,Life_Support,,
851,Emergency_Beacon,100,Cockpit,,
852,LED_Work_Light,77,Maintenance_Bay,,
853,Tether_Reel,6,External_Storage,,
854,Cooling_System,41,Engineering_Bay,,
855,First_Aid_Kit,1,Crew_Quarters,,
856,Battery_Pack,88,External_Storage,,
857,Laptop,81,Command_Center,,
858,First_Aid_Kit,51,Crew_Quarters,,
859,Seed_Packets,38,Greenhouse,,
860,Navigation_Module,81,Command_Center,,
861,Pressure_Regulator,74,Engineering_Bay,,
862,3D_Printer,14,Lab,,
863,Emergency_Beacon,79,Cockpit,,
864,Lab_Microscope,87,Medical_Bay,,
865,Lab_Microscope,8,Lab,,
866,Battery_Pack,55,Power_Bay,,
867,Helmet_Visor,69,Storage_Bay,,
868,Food_Packet,37,Storage_Bay,,
869,Seed_Packets,41,Lab,,
870,Emergency_Beacon,99,Cockpit,,
871,Circuit_Board,81,Engineering_Bay,,
872,CO2_Scrubber,17,Life_Support,,
873,Asteroid_Sample_Container,46,Lab,,
874,Laptop,55,Command_Center,,
875,Food_Packet,53,Storage_Bay,,
876,Battery_Pack,61,Power_Bay,,
877,CO2_Scrubber,6,Engineering_Bay,,
878,Water_Bottle,49,Storage_Bay,,
879,Lab_Microscope,18,Medical_Bay,,
880,Navigation_Module,38,Command_Center,,
881,Handheld_Spectrometer,74,Lab,,
882,Solar_Panel,10,External_Storage,,
883,Laptop,16,Crew_Quarters,,
884,Communication_Device,45,Crew_Quarters,,
885,Asteroid_Sample_Container,31,Storage_Bay,,
886,Food_Packet,36,Crew_Quarters,,
887,Asteroid_Sample_Container,40,Lab,,
888,Circuit_Board,57,Storage_Bay,,
889,Communication_Device,11,Command_Center,,
890,Battery_Pack,100,Power_Bay,,
891,Radiation_Shield,97,Storage_Bay,,
892,Seed_Packets,55,Greenhouse,,
893,Protein_Bars,31,Storage_Bay,,
894,Water_Purification_Unit,54,Crew_Quarters,,
895,Pressure_Regulator,23,Engineering_Bay,,
896,Circuit_Board,15,Storage_Bay,,
897,Gyroscope_Module,88,Cockpit,,
898,Protein_Bars,6,Crew_Quarters,,
899,Water_Bottle,97,Crew_Quarters,,
900,Emergency_Beacon,66,Cockpit,,
901,Microgravity_Lab_Kit,36,Lab,,
902,Gyroscope_Module,85,Engineering_Bay,,
903,Helmet_Visor,76,Storage_Bay,,
904,Laptop,75,Crew_Quarters,,
905,LED_Work_Light,25,Maintenance_Bay,,
906,Fire_Extinguisher,20,Crew_Quarters,,
907,Food_Packet,36,Storage_Bay,,
908,3D_Printer,40,Engineering_Bay,,
909,Seed_Packets,55,Greenhouse,,
910,Helmet_Visor,45,Storage_Bay,,
911,Handheld_Spectrometer,63,Engineering_Bay,,
912,Research_Samples,65,Storage_Bay,,
913,First_Aid_Kit,28,Crew_Quarters,,
914,LED_Work_Light,36,Maintenance_Bay,,
915,Pressure_Regulator,3,Engineering_Bay,,
916,LED_Work_Light,4,Engineering_Bay,,
917,Handheld_Spectrometer,48,Engineering_Bay,,
918,Antibiotic_Supply,83,Medical_Bay,,
919,Emergency_Beacon,10,Command_Center,,
920,Emergency_Beacon,99,Cockpit,,
921,Asteroid_Sample_Container,9,Lab,,
922,Antibiotic_Supply,51,Lab,,
923,Pressure_Regulator,98,Engineering_Bay,,
924,Fire_Extinguisher,41,Crew_Quarters,,
925,Solar_Panel,15,External_Storage,,
926,LED_Work_Light,2,Engineering_Bay,,
927,3D_Printer,24,Lab,,
928,Research_Samples,98,Storage_Bay,,
929,Helmet_Visor,50,Storage_Bay,,
930,Space_Suit,54,Airlock,,
931,Laptop,56,Crew_Quarters,,
932,Solar_Panel,64,External_Storage,,
933,CO2_Scrubber,57,Engineering_Bay,,
934,Gyroscope_Module,48,Cockpit,,
935,Handheld_Spectrometer,59,Lab,,
936,Navigation_Module,70,Cockpit,,
937,Space_Suit,41,Airlock,,
938,Helmet_Visor,73,Storage_Bay,,
939,Battery_Pack,13,Power_Bay,,
940,Cooling_System,71,Engineering_Bay,,
941,Asteroid_Sample_Container,57,Lab,,
942,Battery_Pack,93,Power_Bay,,
943,3D_Printer,52,Engineering_Bay,,
944,Handheld_Spectrometer,15,Lab,,
945,CO2_Scrubber,48,Engineering_Bay,,
946,Solar_Panel,69,External_Storage,,
947,Water_Bottle,14,Crew_Quarters,,
948,Battery_Pack,5,External_Storage,,
949,Research_Samples,1,Lab,,
950,Food_Packet,6,Storage_Bay,,
951,Lab_Microscope,91,Lab,,
952,Solar_Panel,35,External_Storage,,
953,Helmet_Visor,4,Storage_Bay,,
954,Fire_Extinguisher,53,Crew_Quarters,,
955,Asteroid_Sample_Container,72,Lab,,
956,First_Aid_Kit,4,Crew_Quarters,,
957,Waste_Management_Kit,93,Sanitation_Bay,,
958,Handheld_Spectrometer,7,Engineering_Bay,,
959,Antibiotic_Supply,88,Medical_Bay,,
960,Battery_Pack,40,External_Storage,,
961,Waste_Management_Kit,84,Engineering_Bay,,
962,Vacuum_Sealed_Tools,55,Storage_Bay,,
963,Food_Packet,94,Storage_Bay,,
964,Laptop,70,Crew_Quarters,,
965,Food_Packet,95,Crew_Quarters,,
966,Waste_Management_Kit,97,Engineering_Bay,,
967,Laptop,21,Crew_Quarters,,
968,Fire_Extinguisher,2,Engineering_Bay,,
969,Thruster_Fuel,25,Engine_Bay,,
970,Water_Bottle,82,Crew_Quarters,,
971,Gyroscope_Module,60,Cockpit,,
972,Protein_Bars,57,Storage_Bay,,
973,Water_Purification_Unit,77,Life_Support,,
974,EV_Suit_Battery,16,Storage_Bay,,
975,Fire_Extinguisher,21,Engineering_Bay,,
976,Vacuum_Sealed_Tools,20,Maintenance_Bay,,
977,Thruster_Fuel,68,Engine_Bay,,
978,Antibiotic_Supply,42,Medical_Bay,,
979,Tether_Reel,75,External_Storage,,
980,Pressure_Regulator,53,Airlock,,
981,Water_Bottle,18,Storage_Bay,,
982,Gyroscope_Module,31,Cockpit,,
983,Lab_Microscope,31,Lab,,
984,LED_Work_Light,94,Maintenance_Bay,,
985,Communication_Device,81,Crew_Quarters,,
986,3D_Printer,88,Lab,,
987,Research_Samples,23,Lab,,
988,Thruster_Fuel,94,Storage_Bay,,
989,Microgravity_Lab_Kit,25,Crew_Quarters,,
990,Communication_Device,74,Crew_Quarters,,
991,Fire_Extinguisher,29,Crew_Quarters,,
992,Tool_Kit,68,Maintenance_Bay,,
993,Medical_Scanner,24,Medical_Bay,,
994,Cooling_System,16,Power_Bay,,
995,Medical_Scanner,24,Medical_Bay,,
996,Oxygen_Cylinder,76,Crew_Quarters,,
997,Pressure_Regulator,47,Airlock,,
998,First_Aid_Kit,57,Crew_Quarters,,
999,Research_Samples,77,Lab,,
1000,Pressure_Regulator,12,Engineering_Bay,,
1001,Emergency_Oxygen_Mask,85,Medical_Bay,,
1002,First_Aid_Kit,45,Medical_Bay,,
1003,Fire_Extinguisher,100,Crew_Quarters,,
1004,Gyroscope_Module,13,Cockpit,,
1005,Asteroid_Sample_Container,59,Lab,,
1006,Protein_Bars,56,Crew_Quarters,,
1007,Helmet_Visor,12,Crew_Quarters,,
1008,Oxygen_Cylinder,61,Crew_Quarters,,
1009,Thruster_Fuel,28,Engine_Bay,,
1010,Thruster_Fuel,7,Storage_Bay,,
1011,3D_Printer,3,Engineering_Bay,,
1012,Battery_Pack,13,External_Storage,,
